speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
kelgoo1,Caranca,Chloephaga hybrida,L52271403,"Puerto Williams, bahia Robalo",2025-07-30 12:00,18.0,-54.9364888,-67.6558131,True,False,True,S270661019,
blaoys1,Pilpilén negro,Haematopus ater,L52271403,"Puerto Williams, bahia Robalo",2025-07-30 12:00,1.0,-54.9364888,-67.6558131,True,False,True,S270661019,
bknsti,Perrito,Himantopus mexicanus,L2984356,Río Curanipe--Desembocadura,2025-07-30 11:56,11.0,-35.8434268,-72.6340806,True,False,False,S263816636,
ameoys,Pilpilén común,Haematopus palliatus,L2984356,Río Curanipe--Desembocadura,2025-07-30 11:56,2.0,-35.8434268,-72.6340806,True,False,False,S263816636,
perboo1,Piquero de Humboldt,Sula variegata,L21305437,"Sendero Borde Costero, La Ligua CL-Valparaíso -32.24047, -71.51976",2025-07-30 11:45,13.0,-32.240468,-71.519758,True,False,True,S264084420,
seacin1,Churrete costero,Cinclodes nigrofumosus,L21305437,"Sendero Borde Costero, La Ligua CL-Valparaíso -32.24047, -71.51976",2025-07-30 11:45,2.0,-32.240468,-71.519758,True,False,True,S264084420,
gresht1,Mero grande,Agriornis lividus,L21305437,"Sendero Borde Costero, La Ligua CL-Valparaíso -32.24047, -71.51976",2025-07-30 11:45,1.0,-32.240468,-71.519758,True,False,True,S264084420,
soater1,Gaviotín sudamericano,Sterna hirundinacea,L1033571,Transbordador Pargua-Chacao,2025-07-30 11:42,3.0,-41.8143142,-73.4916687,True,False,False,S263816311,
bkbalb,Albatros de ceja negra,Thalassarche melanophris,L1033571,Transbordador Pargua-Chacao,2025-07-30 11:42,1.0,-41.8143142,-73.4916687,True,False,False,S263816311,
sooshe,Fardela negra,Ardenna grisea,L1033571,Transbordador Pargua-Chacao,2025-07-30 11:42,1.0,-41.8143142,-73.4916687,True,False,False,S263816311,
auscan1,Canastero del sur,Asthenes anthoides,L29149092,Estancia El Salto,2025-07-30 11:39,1.0,-52.5609249,-71.6410471,True,False,True,S264040374,
ausneg1,Colegial austral,Lessonia rufa,L50725161,"2720150, Santo Domingo CL-Región de Valparaíso -33.62565, -71.62351",2025-07-30 11:16,1.0,-33.625645,-71.623508,True,False,True,S263808410,
whfibi,Cuervo de pantano común,Plegadis chihi,L50724091,"2720150, Santo Domingo CL-Región de Valparaíso (-33.6286,-71.6240)",2025-07-30 10:59,12.0,-33.628561,-71.62403,True,False,True,S263803918,
whimbr,Zarapito común,Numenius phaeopus,L50724501,Costanera Antofagasta,2025-07-30 10:45,2.0,-23.6562218,-70.402233,True,False,True,S263805681,
belgul,Gaviota peruana,Larus belcheri,L50724501,Costanera Antofagasta,2025-07-30 10:45,5.0,-23.6562218,-70.402233,True,False,True,S263805681,
ashgoo1,Canquén común,Chloephaga poliocephala,L7988120,"Leñadura, Nuestra casa",2025-07-30 10:36,6.0,-53.2145727,-70.9476647,True,False,True,S263986577,
sedwre,Chercán de las vegas,Cistothorus platensis,L807764,Las Quemas Altas,2025-07-30 10:32,1.0,-40.6284479,-73.117919,True,False,False,S263818172,
whcpin,Pato gargantillo,Anas bahamensis,L504553,SN Humedal Río Maipo--Desembocadura,2025-07-30 10:28,4.0,-33.6198013,-71.6275442,True,False,False,S263801530,
fragul,Gaviota de Franklin,Leucophaeus pipixcan,L504553,SN Humedal Río Maipo--Desembocadura,2025-07-30 10:28,2.0,-33.6198013,-71.6275442,True,False,False,S263801530,
blkski,Rayador,Rynchops niger,L504553,SN Humedal Río Maipo--Desembocadura,2025-07-30 10:28,10.0,-33.6198013,-71.6275442,True,False,False,S263801530,
incter1,Gaviotín monja,Larosterna inca,L504553,SN Humedal Río Maipo--Desembocadura,2025-07-30 10:28,30.0,-33.6198013,-71.6275442,True,False,False,S263801530,
truter,Gaviotín piquerito,Sterna trudeaui,L504553,SN Humedal Río Maipo--Desembocadura,2025-07-30 10:28,1.0,-33.6198013,-71.6275442,True,False,False,S263801530,
wrlrus1,Trabajador,Phleocryptes melanops,L504553,SN Humedal Río Maipo--Desembocadura,2025-07-30 10:28,2.0,-33.6198013,-71.6275442,True,False,False,S263801530,
gramin1,Minero chico,Geositta maritima,L50733508,"Ruta 23 CH, San Pedro de Atacama CL-Región de Antofagasta -22.90166, -68.21988",2025-07-30 09:52,2.0,-22.901658,-68.219884,True,False,True,S263839769,
lesrhe2,Suri/Ñandú,Rhea pennata,L2761507,PN Lauca--Cotacotani (Huambune),2025-07-30 09:43,1.0,-18.2333,-69.2167,True,False,False,S263823409,
andgoo1,Piuquén,Oressochen melanopterus,L2761507,PN Lauca--Cotacotani (Huambune),2025-07-30 09:43,4.0,-18.2333,-69.2167,True,False,False,S263823409,
punibi1,Cuervo de pantano de la puna,Plegadis ridgwayi,L2761507,PN Lauca--Cotacotani (Huambune),2025-07-30 09:43,11.0,-18.2333,-69.2167,True,False,False,S263823409,
pugtyr1,Dormilona de la puna,Muscisaxicola juninensis,L2761507,PN Lauca--Cotacotani (Huambune),2025-07-30 09:43,2.0,-18.2333,-69.2167,True,False,False,S263823409,
wwdfin1,Diuca de alas blancas,Idiopsar speculifer,L572426,PN Lauca--Las Cuevas,2025-07-30 09:35,1.0,-18.1670566,-69.4337654,True,False,False,S271013218,
refcoo1,Tagua de frente roja,Fulica rufifrons,L14813136,"Parcela Mallín, Punucapa, Los Ríos, CL (-39.751, -73.272)",2025-07-30 09:22,1.0,-39.7512897,-73.2715836,True,False,True,S264184328,
magtap1,Churrín del sur,Scytalopus magellanicus,L14813136,"Parcela Mallín, Punucapa, Los Ríos, CL (-39.751, -73.272)",2025-07-30 09:22,2.0,-39.7512897,-73.2715836,True,False,True,S264184328,
soasni3,Becacina común,Gallinago magellanica,L3790826,Cuchi--pajonales (Putú),2025-07-30 09:02,4.0,-35.1679849,-72.2734308,True,False,False,S263872473,
corpip1,Bailarín chico común,Anthus correndera,L50725215,"15 San marcos, Lo Solar, Región Metropolitana, CL (-33.271, -70.782)",2025-07-30 08:35,2.0,-33.2711422,-70.7824827,True,False,True,S263808584,
petkne1,Chorlo cabezón,Hesperoburhinus superciliaris,L50719570,"Playa Las Machas, Arica CL-Arica y Parinacota Region (-18.4064,-70.3303)",2025-07-30 08:23,2.0,-18.406361,-70.330304,True,False,True,S263784455,
commin1,Minero común,Geositta cunicularia,L5458420,Estancia Yerba Buena,2025-07-30 08:20,2.0,-29.5729946,-71.299682,True,False,False,S263768252,
andswi1,Vencejo chico,Aeronautes andecolus,L7966763,Camino a Socoroma,2025-07-30 08:10,1.0,-18.2703577,-69.594825,True,False,True,S263821582,
andhil3,Picaflor de la puna,Oreotrochilus estella,L7966763,Camino a Socoroma,2025-07-30 08:10,2.0,-18.2703577,-69.594825,True,False,True,S263821582,
pepowl1,Chuncho del norte,Glaucidium peruanum,L7966763,Camino a Socoroma,2025-07-30 08:10,1.0,-18.2703577,-69.594825,True,False,True,S263821582,
cancan1,Canastero de las quebradas,Asthenes pudibunda,L7966763,Camino a Socoroma,2025-07-30 08:10,1.0,-18.2703577,-69.594825,True,False,True,S263821582,
bktflo1,Comesebo negro,Diglossa brunneiventris,L7966763,Camino a Socoroma,2025-07-30 08:10,2.0,-18.2703577,-69.594825,True,False,True,S263821582,
bhsfin1,Cometocino del norte,Phrygilus atriceps,L7966763,Camino a Socoroma,2025-07-30 08:10,1.0,-18.2703577,-69.594825,True,False,True,S263821927,
puntea1,Pato puna,Spatula puna,L9471586,P.N. LAUCA LAGO CHUNGARÁ DOH,2025-07-30 04:45,4.0,-18.2409752,-69.1821494,True,False,True,S271013215,
punmin1,Minero de la puna,Geositta punensis,L9471586,P.N. LAUCA LAGO CHUNGARÁ DOH,2025-07-30 04:45,1.0,-18.2409752,-69.1821494,True,False,True,S271013215,
bubear2,Bandurrilla de la puna,Upucerthia validirostris,L9471586,P.N. LAUCA LAGO CHUNGARÁ DOH,2025-07-30 04:45,1.0,-18.2409752,-69.1821494,True,False,True,S271013215,
whwcin1,Churrete de alas blancas,Cinclodes atacamensis,L9471586,P.N. LAUCA LAGO CHUNGARÁ DOH,2025-07-30 04:45,1.0,-18.2409752,-69.1821494,True,False,True,S271013215,
corcan1,Canastero chico,Asthenes modesta,L9471586,P.N. LAUCA LAGO CHUNGARÁ DOH,2025-07-30 04:45,1.0,-18.2409752,-69.1821494,True,False,True,S271013215,
andfla2,Parina grande,Phoenicoparrus andinus,L2349056,PN Lauca--Estación CONAF,2025-07-30 03:33,2.0,-18.2507578,-69.1767775,True,False,False,S271013216,
jamfla1,Parina chica,Phoenicoparrus jamesi,L2349056,PN Lauca--Estación CONAF,2025-07-30 03:33,3.0,-18.2507578,-69.1767775,True,False,False,S271013216,
wfgtyr1,Dormilona gigante,Muscisaxicola albifrons,L2349056,PN Lauca--Estación CONAF,2025-07-30 03:33,4.0,-18.2507578,-69.1767775,True,False,False,S271013216,
